userId,target_movieId,model,rank,recall@10,ndcg@10,candidate_count,title
33,914,popularity,2,1.0,0.6309297535714575,101,My Fair Lady (1964)
33,914,latent_svd,2,1.0,0.6309297535714575,101,My Fair Lady (1964)
34,4643,popularity,97,0.0,0.0,101,Planet of the Apes (2001)
34,4643,latent_svd,97,0.0,0.0,101,Planet of the Apes (2001)
35,252,popularity,72,0.0,0.0,101,I.Q. (1994)
35,252,latent_svd,1,1.0,1.0,101,I.Q. (1994)
36,318,popularity,1,1.0,1.0,101,"Shawshank Redemption, The (1994)"
36,318,latent_svd,101,0.0,0.0,101,"Shawshank Redemption, The (1994)"
37,1061,popularity,21,0.0,0.0,101,Sleepers (1996)
37,1061,latent_svd,10,1.0,0.2890648263178879,101,Sleepers (1996)
38,376,popularity,94,0.0,0.0,101,"River Wild, The (1994)"
38,376,latent_svd,99,0.0,0.0,101,"River Wild, The (1994)"
39,1967,popularity,5,1.0,0.38685280723454163,101,Labyrinth (1986)
39,1967,latent_svd,8,1.0,0.31546487678572877,101,Labyrinth (1986)
40,685,popularity,48,0.0,0.0,101,It's My Party (1996)
40,685,latent_svd,61,0.0,0.0,101,It's My Party (1996)
41,6287,popularity,98,0.0,0.0,101,Anger Management (2003)
41,6287,latent_svd,95,0.0,0.0,101,Anger Management (2003)
42,2987,popularity,15,0.0,0.0,101,Who Framed Roger Rabbit? (1988)
42,2987,latent_svd,4,1.0,0.43067655807339306,101,Who Framed Roger Rabbit? (1988)
43,1356,popularity,4,1.0,0.43067655807339306,101,Star Trek: First Contact (1996)
43,1356,latent_svd,43,0.0,0.0,101,Star Trek: First Contact (1996)
44,1639,popularity,31,0.0,0.0,101,Chasing Amy (1997)
44,1639,latent_svd,2,1.0,0.6309297535714575,101,Chasing Amy (1997)
45,51080,popularity,49,0.0,0.0,101,Breach (2007)
45,51080,latent_svd,7,1.0,0.3333333333333333,101,Breach (2007)
46,173,popularity,101,0.0,0.0,101,Judge Dredd (1995)
46,173,latent_svd,94,0.0,0.0,101,Judge Dredd (1995)
47,5108,popularity,89,0.0,0.0,101,John Q (2002)
47,5108,latent_svd,81,0.0,0.0,101,John Q (2002)
48,8371,popularity,77,0.0,0.0,101,"Chronicles of Riddick, The (2004)"
48,8371,latent_svd,3,1.0,0.5,101,"Chronicles of Riddick, The (2004)"
49,109487,popularity,3,1.0,0.5,101,Interstellar (2014)
49,109487,latent_svd,1,1.0,1.0,101,Interstellar (2014)
50,1201,popularity,1,1.0,1.0,101,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
50,1201,latent_svd,78,0.0,0.0,101,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
51,1257,popularity,11,0.0,0.0,101,Better Off Dead... (1985)
51,1257,latent_svd,61,0.0,0.0,101,Better Off Dead... (1985)
52,39444,popularity,70,0.0,0.0,101,"Weather Man, The (2005)"
52,39444,latent_svd,4,1.0,0.43067655807339306,101,"Weather Man, The (2005)"
53,381,popularity,24,0.0,0.0,101,When a Man Loves a Woman (1994)
53,381,latent_svd,33,0.0,0.0,101,When a Man Loves a Woman (1994)
54,356,popularity,1,1.0,1.0,101,Forrest Gump (1994)
54,356,latent_svd,101,0.0,0.0,101,Forrest Gump (1994)
55,3275,popularity,2,1.0,0.6309297535714575,101,"Boondock Saints, The (2000)"
55,3275,latent_svd,2,1.0,0.6309297535714575,101,"Boondock Saints, The (2000)"
56,69,popularity,12,0.0,0.0,101,Friday (1995)
56,69,latent_svd,23,0.0,0.0,101,Friday (1995)
57,2297,popularity,18,0.0,0.0,101,What Dreams May Come (1998)
57,2297,latent_svd,91,0.0,0.0,101,What Dreams May Come (1998)
58,1073,popularity,4,1.0,0.43067655807339306,101,Willy Wonka & the Chocolate Factory (1971)
58,1073,latent_svd,100,0.0,0.0,101,Willy Wonka & the Chocolate Factory (1971)
59,2352,popularity,7,1.0,0.3333333333333333,101,"Big Chill, The (1983)"
59,2352,latent_svd,10,1.0,0.2890648263178879,101,"Big Chill, The (1983)"
60,58559,popularity,1,1.0,1.0,101,"Dark Knight, The (2008)"
60,58559,latent_svd,80,0.0,0.0,101,"Dark Knight, The (2008)"
61,593,popularity,1,1.0,1.0,101,"Silence of the Lambs, The (1991)"
61,593,latent_svd,1,1.0,1.0,101,"Silence of the Lambs, The (1991)"
62,49530,popularity,9,1.0,0.3010299956639812,101,Blood Diamond (2006)
62,49530,latent_svd,3,1.0,0.5,101,Blood Diamond (2006)
63,1203,popularity,2,1.0,0.6309297535714575,101,12 Angry Men (1957)
63,1203,latent_svd,1,1.0,1.0,101,12 Angry Men (1957)
64,3556,popularity,8,1.0,0.31546487678572877,101,"Virgin Suicides, The (1999)"
64,3556,latent_svd,6,1.0,0.3562071871080222,101,"Virgin Suicides, The (1999)"
65,111759,popularity,4,1.0,0.43067655807339306,101,Edge of Tomorrow (2014)
65,111759,latent_svd,6,1.0,0.3562071871080222,101,Edge of Tomorrow (2014)
66,51255,popularity,3,1.0,0.5,101,Hot Fuzz (2007)
66,51255,latent_svd,2,1.0,0.6309297535714575,101,Hot Fuzz (2007)
67,2011,popularity,44,0.0,0.0,101,Back to the Future Part II (1989)
67,2011,latent_svd,2,1.0,0.6309297535714575,101,Back to the Future Part II (1989)
68,112175,popularity,9,1.0,0.3010299956639812,101,How to Train Your Dragon 2 (2014)
68,112175,latent_svd,1,1.0,1.0,101,How to Train Your Dragon 2 (2014)
69,4022,popularity,4,1.0,0.43067655807339306,101,Cast Away (2000)
69,4022,latent_svd,2,1.0,0.6309297535714575,101,Cast Away (2000)
70,1250,popularity,2,1.0,0.6309297535714575,101,"Bridge on the River Kwai, The (1957)"
70,1250,latent_svd,3,1.0,0.5,101,"Bridge on the River Kwai, The (1957)"
71,1240,popularity,2,1.0,0.6309297535714575,101,"Terminator, The (1984)"
71,1240,latent_svd,2,1.0,0.6309297535714575,101,"Terminator, The (1984)"
72,2329,popularity,1,1.0,1.0,101,American History X (1998)
72,2329,latent_svd,1,1.0,1.0,101,American History X (1998)
73,106072,popularity,78,0.0,0.0,101,Thor: The Dark World (2013)
73,106072,latent_svd,80,0.0,0.0,101,Thor: The Dark World (2013)
74,58103,popularity,63,0.0,0.0,101,Vantage Point (2008)
74,58103,latent_svd,58,0.0,0.0,101,Vantage Point (2008)
75,1196,popularity,1,1.0,1.0,101,Star Wars: Episode V - The Empire Strikes Back (1980)
75,1196,latent_svd,1,1.0,1.0,101,Star Wars: Episode V - The Empire Strikes Back (1980)
76,44195,popularity,3,1.0,0.5,101,Thank You for Smoking (2006)
76,44195,latent_svd,10,1.0,0.2890648263178879,101,Thank You for Smoking (2006)
77,8636,popularity,4,1.0,0.43067655807339306,101,Spider-Man 2 (2004)
77,8636,latent_svd,4,1.0,0.43067655807339306,101,Spider-Man 2 (2004)
78,2716,popularity,4,1.0,0.43067655807339306,101,Ghostbusters (a.k.a. Ghost Busters) (1984)
78,2716,latent_svd,1,1.0,1.0,101,Ghostbusters (a.k.a. Ghost Busters) (1984)
79,6,popularity,2,1.0,0.6309297535714575,101,Heat (1995)
79,6,latent_svd,1,1.0,1.0,101,Heat (1995)
80,1258,popularity,2,1.0,0.6309297535714575,101,"Shining, The (1980)"
80,1258,latent_svd,2,1.0,0.6309297535714575,101,"Shining, The (1980)"
81,32,popularity,2,1.0,0.6309297535714575,101,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
81,32,latent_svd,93,0.0,0.0,101,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
82,6887,popularity,16,0.0,0.0,101,Radio (2003)
82,6887,latent_svd,16,0.0,0.0,101,Radio (2003)
83,1282,popularity,6,1.0,0.3562071871080222,101,Fantasia (1940)
83,1282,latent_svd,23,0.0,0.0,101,Fantasia (1940)
84,932,popularity,11,0.0,0.0,101,"Affair to Remember, An (1957)"
84,932,latent_svd,51,0.0,0.0,101,"Affair to Remember, An (1957)"
85,538,popularity,38,0.0,0.0,101,Six Degrees of Separation (1993)
85,538,latent_svd,34,0.0,0.0,101,Six Degrees of Separation (1993)
86,4901,popularity,61,0.0,0.0,101,Spy Game (2001)
86,4901,latent_svd,3,1.0,0.5,101,Spy Game (2001)
87,1584,popularity,13,0.0,0.0,101,Contact (1997)
87,1584,latent_svd,89,0.0,0.0,101,Contact (1997)
88,4262,popularity,2,1.0,0.6309297535714575,101,Scarface (1983)
88,4262,latent_svd,2,1.0,0.6309297535714575,101,Scarface (1983)
89,37444,popularity,101,0.0,0.0,101,Frankenstein 90 (1984)
89,37444,latent_svd,42,0.0,0.0,101,Frankenstein 90 (1984)
90,984,popularity,56,0.0,0.0,101,"Pompatus of Love, The (1996)"
90,984,latent_svd,79,0.0,0.0,101,"Pompatus of Love, The (1996)"
91,1974,popularity,100,0.0,0.0,101,Friday the 13th (1980)
91,1974,latent_svd,98,0.0,0.0,101,Friday the 13th (1980)
92,54190,popularity,4,1.0,0.43067655807339306,101,Across the Universe (2007)
92,54190,latent_svd,22,0.0,0.0,101,Across the Universe (2007)
93,110,popularity,1,1.0,1.0,101,Braveheart (1995)
93,110,latent_svd,1,1.0,1.0,101,Braveheart (1995)
94,2,popularity,71,0.0,0.0,101,Jumanji (1995)
94,2,latent_svd,100,0.0,0.0,101,Jumanji (1995)
95,6979,popularity,83,0.0,0.0,101,WarGames (1983)
95,6979,latent_svd,89,0.0,0.0,101,WarGames (1983)
96,434,popularity,98,0.0,0.0,101,Cliffhanger (1993)
96,434,latent_svd,3,1.0,0.5,101,Cliffhanger (1993)
97,377,popularity,40,0.0,0.0,101,Speed (1994)
97,377,latent_svd,4,1.0,0.43067655807339306,101,Speed (1994)
98,152077,popularity,18,0.0,0.0,101,10 Cloverfield Lane (2016)
98,152077,latent_svd,36,0.0,0.0,101,10 Cloverfield Lane (2016)
99,333,popularity,3,1.0,0.5,101,Tommy Boy (1995)
99,333,latent_svd,5,1.0,0.38685280723454163,101,Tommy Boy (1995)
100,4621,popularity,99,0.0,0.0,101,Look Who's Talking (1989)
100,4621,latent_svd,5,1.0,0.38685280723454163,101,Look Who's Talking (1989)
101,1719,popularity,6,1.0,0.3562071871080222,101,"Sweet Hereafter, The (1997)"
101,1719,latent_svd,3,1.0,0.5,101,"Sweet Hereafter, The (1997)"
102,3,popularity,91,0.0,0.0,101,Grumpier Old Men (1995)
102,3,latent_svd,9,1.0,0.3010299956639812,101,Grumpier Old Men (1995)
103,1945,popularity,3,1.0,0.5,101,On the Waterfront (1954)
103,1945,latent_svd,10,1.0,0.2890648263178879,101,On the Waterfront (1954)
104,76093,popularity,4,1.0,0.43067655807339306,101,How to Train Your Dragon (2010)
104,76093,latent_svd,3,1.0,0.5,101,How to Train Your Dragon (2010)
105,136447,popularity,101,0.0,0.0,101,George Carlin: You Are All Diseased (1999)
105,136447,latent_svd,50,0.0,0.0,101,George Carlin: You Are All Diseased (1999)
106,318,popularity,1,1.0,1.0,101,"Shawshank Redemption, The (1994)"
106,318,latent_svd,2,1.0,0.6309297535714575,101,"Shawshank Redemption, The (1994)"
107,111,popularity,1,1.0,1.0,101,Taxi Driver (1976)
107,111,latent_svd,1,1.0,1.0,101,Taxi Driver (1976)
108,5011,popularity,38,0.0,0.0,101,Charlotte Gray (2001)
108,5011,latent_svd,55,0.0,0.0,101,Charlotte Gray (2001)
109,249,popularity,26,0.0,0.0,101,Immortal Beloved (1994)
109,249,latent_svd,75,0.0,0.0,101,Immortal Beloved (1994)
110,111,popularity,1,1.0,1.0,101,Taxi Driver (1976)
110,111,latent_svd,1,1.0,1.0,101,Taxi Driver (1976)
111,55276,popularity,6,1.0,0.3562071871080222,101,Michael Clayton (2007)
111,55276,latent_svd,84,0.0,0.0,101,Michael Clayton (2007)
112,91529,popularity,1,1.0,1.0,101,"Dark Knight Rises, The (2012)"
112,91529,latent_svd,1,1.0,1.0,101,"Dark Knight Rises, The (2012)"
113,2583,popularity,10,1.0,0.2890648263178879,101,Cookie's Fortune (1999)
113,2583,latent_svd,16,0.0,0.0,101,Cookie's Fortune (1999)
114,5349,popularity,28,0.0,0.0,101,Spider-Man (2002)
114,5349,latent_svd,101,0.0,0.0,101,Spider-Man (2002)
115,1923,popularity,9,1.0,0.3010299956639812,101,There's Something About Mary (1998)
115,1923,latent_svd,3,1.0,0.5,101,There's Something About Mary (1998)
116,8360,popularity,26,0.0,0.0,101,Shrek 2 (2004)
116,8360,latent_svd,94,0.0,0.0,101,Shrek 2 (2004)
117,799,popularity,68,0.0,0.0,101,"Frighteners, The (1996)"
117,799,latent_svd,7,1.0,0.3333333333333333,101,"Frighteners, The (1996)"
118,1343,popularity,8,1.0,0.31546487678572877,101,Cape Fear (1991)
118,1343,latent_svd,7,1.0,0.3333333333333333,101,Cape Fear (1991)
119,7458,popularity,72,0.0,0.0,101,Troy (2004)
119,7458,latent_svd,3,1.0,0.5,101,Troy (2004)
120,858,popularity,1,1.0,1.0,101,"Godfather, The (1972)"
120,858,latent_svd,1,1.0,1.0,101,"Godfather, The (1972)"
121,163,popularity,14,0.0,0.0,101,Desperado (1995)
121,163,latent_svd,101,0.0,0.0,101,Desperado (1995)
122,80463,popularity,2,1.0,0.6309297535714575,101,"Social Network, The (2010)"
122,80463,latent_svd,1,1.0,1.0,101,"Social Network, The (2010)"
123,69306,popularity,75,0.0,0.0,101,"Taking of Pelham 1 2 3, The (2009)"
123,69306,latent_svd,16,0.0,0.0,101,"Taking of Pelham 1 2 3, The (2009)"
124,1884,popularity,3,1.0,0.5,101,Fear and Loathing in Las Vegas (1998)
124,1884,latent_svd,7,1.0,0.3333333333333333,101,Fear and Loathing in Las Vegas (1998)
125,167746,popularity,8,1.0,0.31546487678572877,101,The Lego Batman Movie (2017)
125,167746,latent_svd,17,0.0,0.0,101,The Lego Batman Movie (2017)
126,367,popularity,95,0.0,0.0,101,"Mask, The (1994)"
126,367,latent_svd,101,0.0,0.0,101,"Mask, The (1994)"
127,55276,popularity,14,0.0,0.0,101,Michael Clayton (2007)
127,55276,latent_svd,9,1.0,0.3010299956639812,101,Michael Clayton (2007)
128,1284,popularity,2,1.0,0.6309297535714575,101,"Big Sleep, The (1946)"
128,1284,latent_svd,9,1.0,0.3010299956639812,101,"Big Sleep, The (1946)"
129,8665,popularity,6,1.0,0.3562071871080222,101,"Bourne Supremacy, The (2004)"
129,8665,latent_svd,1,1.0,1.0,101,"Bourne Supremacy, The (2004)"
130,110,popularity,3,1.0,0.5,101,Braveheart (1995)
130,110,latent_svd,2,1.0,0.6309297535714575,101,Braveheart (1995)
131,778,popularity,1,1.0,1.0,101,Trainspotting (1996)
131,778,latent_svd,1,1.0,1.0,101,Trainspotting (1996)
132,4973,popularity,1,1.0,1.0,101,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
132,4973,latent_svd,2,1.0,0.6309297535714575,101,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
133,471,popularity,40,0.0,0.0,101,"Hudsucker Proxy, The (1994)"
133,471,latent_svd,80,0.0,0.0,101,"Hudsucker Proxy, The (1994)"
134,442,popularity,94,0.0,0.0,101,Demolition Man (1993)
134,442,latent_svd,101,0.0,0.0,101,Demolition Man (1993)
135,2746,popularity,75,0.0,0.0,101,Little Shop of Horrors (1986)
135,2746,latent_svd,96,0.0,0.0,101,Little Shop of Horrors (1986)
136,188,popularity,64,0.0,0.0,101,"Prophecy, The (1995)"
136,188,latent_svd,9,1.0,0.3010299956639812,101,"Prophecy, The (1995)"
137,1293,popularity,12,0.0,0.0,101,Gandhi (1982)
137,1293,latent_svd,6,1.0,0.3562071871080222,101,Gandhi (1982)
138,59103,popularity,51,0.0,0.0,101,"Forbidden Kingdom, The (2008)"
138,59103,latent_svd,77,0.0,0.0,101,"Forbidden Kingdom, The (2008)"
139,106489,popularity,36,0.0,0.0,101,"Hobbit: The Desolation of Smaug, The (2013)"
139,106489,latent_svd,2,1.0,0.6309297535714575,101,"Hobbit: The Desolation of Smaug, The (2013)"
140,1231,popularity,5,1.0,0.38685280723454163,101,"Right Stuff, The (1983)"
140,1231,latent_svd,3,1.0,0.5,101,"Right Stuff, The (1983)"
141,139385,popularity,1,1.0,1.0,101,The Revenant (2015)
141,139385,latent_svd,4,1.0,0.43067655807339306,101,The Revenant (2015)
142,440,popularity,41,0.0,0.0,101,Dave (1993)
142,440,latent_svd,2,1.0,0.6309297535714575,101,Dave (1993)
143,6332,popularity,91,0.0,0.0,101,"Lizzie McGuire Movie, The (2003)"
143,6332,latent_svd,11,0.0,0.0,101,"Lizzie McGuire Movie, The (2003)"
144,552,popularity,95,0.0,0.0,101,"Three Musketeers, The (1993)"
144,552,latent_svd,96,0.0,0.0,101,"Three Musketeers, The (1993)"
145,111,popularity,1,1.0,1.0,101,Taxi Driver (1976)
145,111,latent_svd,1,1.0,1.0,101,Taxi Driver (1976)
146,7293,popularity,51,0.0,0.0,101,50 First Dates (2004)
146,7293,latent_svd,6,1.0,0.3562071871080222,101,50 First Dates (2004)
147,552,popularity,85,0.0,0.0,101,"Three Musketeers, The (1993)"
147,552,latent_svd,87,0.0,0.0,101,"Three Musketeers, The (1993)"
148,44191,popularity,2,1.0,0.6309297535714575,101,V for Vendetta (2006)
148,44191,latent_svd,93,0.0,0.0,101,V for Vendetta (2006)
149,32,popularity,1,1.0,1.0,101,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
149,32,latent_svd,8,1.0,0.31546487678572877,101,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
150,805,popularity,14,0.0,0.0,101,"Time to Kill, A (1996)"
150,805,latent_svd,93,0.0,0.0,101,"Time to Kill, A (1996)"
151,216,popularity,93,0.0,0.0,101,Billy Madison (1995)
151,216,latent_svd,1,1.0,1.0,101,Billy Madison (1995)
152,77455,popularity,4,1.0,0.43067655807339306,101,Exit Through the Gift Shop (2010)
152,77455,latent_svd,3,1.0,0.5,101,Exit Through the Gift Shop (2010)
153,7265,popularity,11,0.0,0.0,101,"Dreamers, The (2003)"
153,7265,latent_svd,91,0.0,0.0,101,"Dreamers, The (2003)"
154,71264,popularity,28,0.0,0.0,101,Cloudy with a Chance of Meatballs (2009)
154,71264,latent_svd,4,1.0,0.43067655807339306,101,Cloudy with a Chance of Meatballs (2009)
155,1580,popularity,60,0.0,0.0,101,Men in Black (a.k.a. MIB) (1997)
155,1580,latent_svd,1,1.0,1.0,101,Men in Black (a.k.a. MIB) (1997)
156,8228,popularity,36,0.0,0.0,101,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
156,8228,latent_svd,4,1.0,0.43067655807339306,101,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
157,2490,popularity,86,0.0,0.0,101,Payback (1999)
157,2490,latent_svd,3,1.0,0.5,101,Payback (1999)
158,53000,popularity,25,0.0,0.0,101,28 Weeks Later (2007)
158,53000,latent_svd,26,0.0,0.0,101,28 Weeks Later (2007)
159,5299,popularity,89,0.0,0.0,101,My Big Fat Greek Wedding (2002)
159,5299,latent_svd,84,0.0,0.0,101,My Big Fat Greek Wedding (2002)
160,3616,popularity,74,0.0,0.0,101,Loser (2000)
160,3616,latent_svd,63,0.0,0.0,101,Loser (2000)
161,3751,popularity,37,0.0,0.0,101,Chicken Run (2000)
161,3751,latent_svd,6,1.0,0.3562071871080222,101,Chicken Run (2000)
162,534,popularity,51,0.0,0.0,101,Shadowlands (1993)
162,534,latent_svd,99,0.0,0.0,101,Shadowlands (1993)
163,1588,popularity,97,0.0,0.0,101,George of the Jungle (1997)
163,1588,latent_svd,26,0.0,0.0,101,George of the Jungle (1997)
164,1580,popularity,65,0.0,0.0,101,Men in Black (a.k.a. MIB) (1997)
164,1580,latent_svd,2,1.0,0.6309297535714575,101,Men in Black (a.k.a. MIB) (1997)
165,368,popularity,39,0.0,0.0,101,Maverick (1994)
165,368,latent_svd,9,1.0,0.3010299956639812,101,Maverick (1994)
166,17,popularity,5,1.0,0.38685280723454163,101,Sense and Sensibility (1995)
166,17,latent_svd,2,1.0,0.6309297535714575,101,Sense and Sensibility (1995)
167,720,popularity,3,1.0,0.5,101,Wallace & Gromit: The Best of Aardman Animation (1996)
167,720,latent_svd,3,1.0,0.5,101,Wallace & Gromit: The Best of Aardman Animation (1996)
168,3788,popularity,39,0.0,0.0,101,Blow-Up (Blowup) (1966)
168,3788,latent_svd,8,1.0,0.31546487678572877,101,Blow-Up (Blowup) (1966)
169,8641,popularity,9,1.0,0.3010299956639812,101,Anchorman: The Legend of Ron Burgundy (2004)
169,8641,latent_svd,8,1.0,0.31546487678572877,101,Anchorman: The Legend of Ron Burgundy (2004)
170,48,popularity,93,0.0,0.0,101,Pocahontas (1995)
170,48,latent_svd,101,0.0,0.0,101,Pocahontas (1995)
171,176,popularity,7,1.0,0.3333333333333333,101,Living in Oblivion (1995)
171,176,latent_svd,16,0.0,0.0,101,Living in Oblivion (1995)
172,3578,popularity,2,1.0,0.6309297535714575,101,Gladiator (2000)
172,3578,latent_svd,2,1.0,0.6309297535714575,101,Gladiator (2000)
173,171,popularity,32,0.0,0.0,101,Jeffrey (1995)
173,171,latent_svd,57,0.0,0.0,101,Jeffrey (1995)
174,520,popularity,97,0.0,0.0,101,Robin Hood: Men in Tights (1993)
174,520,latent_svd,100,0.0,0.0,101,Robin Hood: Men in Tights (1993)
175,56949,popularity,76,0.0,0.0,101,27 Dresses (2008)
175,56949,latent_svd,20,0.0,0.0,101,27 Dresses (2008)
176,47,popularity,1,1.0,1.0,101,Seven (a.k.a. Se7en) (1995)
176,47,latent_svd,1,1.0,1.0,101,Seven (a.k.a. Se7en) (1995)
177,112175,popularity,15,0.0,0.0,101,How to Train Your Dragon 2 (2014)
177,112175,latent_svd,9,1.0,0.3010299956639812,101,How to Train Your Dragon 2 (2014)
178,1213,popularity,1,1.0,1.0,101,Goodfellas (1990)
178,1213,latent_svd,1,1.0,1.0,101,Goodfellas (1990)
179,52,popularity,57,0.0,0.0,101,Mighty Aphrodite (1995)
179,52,latent_svd,98,0.0,0.0,101,Mighty Aphrodite (1995)
180,4993,popularity,1,1.0,1.0,101,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
180,4993,latent_svd,1,1.0,1.0,101,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
181,86,popularity,11,0.0,0.0,101,White Squall (1996)
181,86,latent_svd,2,1.0,0.6309297535714575,101,White Squall (1996)
182,30749,popularity,6,1.0,0.3562071871080222,101,Hotel Rwanda (2004)
182,30749,latent_svd,2,1.0,0.6309297535714575,101,Hotel Rwanda (2004)
183,1370,popularity,77,0.0,0.0,101,Die Hard 2 (1990)
183,1370,latent_svd,17,0.0,0.0,101,Die Hard 2 (1990)
184,189333,popularity,48,0.0,0.0,101,Mission: Impossible - Fallout (2018)
184,189333,latent_svd,58,0.0,0.0,101,Mission: Impossible - Fallout (2018)
185,1658,popularity,87,0.0,0.0,101,"Life Less Ordinary, A (1997)"
185,1658,latent_svd,91,0.0,0.0,101,"Life Less Ordinary, A (1997)"
186,648,popularity,29,0.0,0.0,101,Mission: Impossible (1996)
186,648,latent_svd,1,1.0,1.0,101,Mission: Impossible (1996)
